7	1056357
7	1056368
7	1056429
7	1056493
7	1056601
7	1056715
7	1056717
7	1056750
7	1056753
7	1056767
7	1056770
7	1056792
7	1056799
7	1056802
7	1056803
7	1056814
7	1056831
7	1056838
7	1056841
7	1056858
7	1056868
7	1056889
7	1056899
7	1056923
7	1056925
7	1056959
7	1056966
7	1056974
7	1056979
7	1056991
7	1057000
7	1057023
7	1057043
7	1057063
7	1057064
7	1057066
7	1057067
7	1057074
7	1057084
7	1057086
7	1057119
7	1057121
7	1057158
7	1057170
7	1057179
7	1057185
7	1057187
7	1057188
7	1057191
7	1057251
7	1057308
7	1057470
7	1057544
7	1057560
7	1057564
7	1057625
7	1057630
7	1057633
7	1057650
7	1057665
7	1057666
7	1057680
7	1057703
7	1057704
7	1057712
7	1057713
7	1057725
7	1057813
7	1057890
7	1057946
7	1057947
7	1057950
7	1058005
7	1058033
7	1058058
7	1058065
7	1058935
7	1065843
7	1073164
7	1075327
7	1076039
7	1079596
7	1146918
7	1147058
7	1148344
7	1150749
7	1150888
7	1150990
7	1160318
7	1168329
7	1169115
7	1173363
7	1189417
7	1193605
7	1194057
7	1196878
7	1200973
7	1208946
7	1209973
7	1210097
7	1210423
7	1210531
7	1210574
7	1210624
7	1210642
7	1211098
7	1211197
7	1219760
7	1222178
7	1222320
7	1225903
7	1226429
7	1228951
7	1230049
7	1234761
7	1235059
7	1235306
7	1240882
7	1244570
7	1249220
7	1249945
7	1255902
7	1260268
7	1260493
7	1260643
7	1262644
7	1264275
7	1264881
7	1267786
7	1268667
7	1277813
7	1287197
7	1287994
7	1296479
7	1299854
7	1300306
7	1312184
7	1313116
7	1316362
8	26150
8	28612
8	35881
8	81887
8	132714
8	164962
8	164995
8	165019
8	178552
8	182668
8	203744
8	246363
8	299740
8	300386
8	300389
8	300392
8	355261
8	370306
8	445672
8	462119
8	475172
8	476021
8	477170
8	479042
8	481474
8	483479
8	483699
8	493095
8	495313
8	509259
8	520584
8	520880
8	526923
8	527228
8	534633
8	542194
8	546395
8	547410
8	554879
8	556808
8	566065
8	575867
8	581205
8	587594
8	606856
8	609986
8	615371
8	620887
8	621512
8	622369
8	622463
8	623688
8	625101
8	625950
8	626077
8	626100
8	626480
8	626535
8	628826
8	629218
8	633354
8	635130
8	637861
8	641817
8	643053
8	643370
8	644876
8	645315
8	645539
8	645723
8	645821
8	645946
8	663609
8	672421
8	674383
8	681613
8	695441
8	698252
8	701727
8	703707
8	706200
8	724420
8	724426
8	733536
8	740270
8	756899
8	759577
8	766409
8	780115
8	783560
8	783617
8	786426
8	789174
8	805928
8	808851
8	811629
8	812954
8	814167
8	818732
8	828248
8	828453
8	830758
8	831625
8	836332
8	852203
8	853182
8	854358
8	865009
8	874728
8	877940
8	878600
8	883570
8	884132
8	884617
8	891449
8	892813
8	894661
8	897276
8	897725
8	904709
8	907220
8	908358
8	908971
8	912569
8	919875
8	930103
8	944277
8	944352
8	945822
8	951945
8	952184
8	952484
8	964783
8	966913
8	970433
8	975871
8	979720
8	979860
8	1001137
8	1005724
8	1018603
8	1019097
8	1025503
8	1026391
8	1031304
8	1034063
8	1040035
8	1040541
8	1041700
8	1042258
8	1045891
8	1049169
8	1050998
8	1053000
8	1053075
8	1053158
8	1057093
8	1058585
8	1063663
8	1070238
8	1070455
8	1077854
8	1083743
8	1090645
8	1095126
8	1096950
8	1099591
8	1150042
8	1150077
8	1154740
8	1232237
8	1238422
8	1252306
8	1252793
